1	0
0.999046	0.000418
0.996187	0.001665
0.991431	0.003725
0.984793	0.006567
0.976293	0.010152
0.965955	0.014428
0.953813	0.019337
0.939904	0.024808
0.924271	0.030767
0.906965	0.03713
0.888044	0.043809
0.867569	0.050713
0.845611	0.057747
0.822245	0.064815
0.797553	0.071823
0.771624	0.078674
0.744553	0.085277
0.716438	0.091542
0.687387	0.097385
0.657511	0.102727
0.626927	0.107495
0.595755	0.111623
0.564123	0.115055
0.53216	0.117742
0.5	0.119646
0.46778	0.120738
0.435639	0.121002
0.403717	0.120429
0.372156	0.119027
0.341096	0.116811
0.310678	0.113811
0.281038	0.110064
0.252311	0.105621
0.224626	0.100543
0.198106	0.094899
0.17287	0.088765
0.149027	0.082225
0.12668	0.075368
0.105921	0.068286
0.086836	0.061074
0.069499	0.053824
0.053978	0.046628
0.040327	0.039575
0.028594	0.032747
0.018818	0.026218
0.011026	0.020055
0.00524	0.014313
0.001473	0.009037
-0.000273	0.00426
0	0
0.002246	-0.003629
0.006413	-0.006524
0.012472	-0.008695
0.020391	-0.010159
0.030126	-0.010939
0.041629	-0.011064
0.054846	-0.010569
0.069716	-0.009495
0.086173	-0.007886
0.104147	-0.005795
0.123566	-0.003277
0.144352	-0.000391
0.166426	0.002798
0.189706	0.006226
0.214108	0.009823
0.239547	0.013519
0.265935	0.017245
0.293183	0.02093
0.321198	0.024507
0.349887	0.02791
0.379155	0.031077
0.408902	0.033953
0.439028	0.036485
0.46943	0.038631
0.5	0.040354
0.530631	0.041627
0.56121	0.042431
0.591626	0.042759
0.621763	0.04261
0.651506	0.041994
0.680737	0.040932
0.709341	0.039452
0.737201	0.037589
0.764202	0.035388
0.790232	0.032898
0.815179	0.030175
0.838936	0.027276
0.861399	0.024264
0.882469	0.021201
0.902052	0.018149
0.920057	0.015171
0.936403	0.012325
0.951014	0.009669
0.963821	0.007254
0.974764	0.005127
0.98379	0.003329
0.990856	0.001893
0.995928	0.000848
0.998981	0.000213
1	0
