1	0
0.999043	0.000391
0.996177	0.001561
0.99141	0.003494
0.984757	0.006166
0.976239	0.009547
0.965886	0.013593
0.953729	0.018258
0.939811	0.023485
0.924177	0.029213
0.90688	0.035374
0.887981	0.041899
0.867545	0.048713
0.845645	0.055739
0.822358	0.062899
0.797769	0.070115
0.771969	0.07731
0.745054	0.084407
0.717123	0.091332
0.688285	0.098014
0.658648	0.104383
0.62833	0.110377
0.597448	0.115936
0.566126	0.121007
0.53449	0.125541
0.502668	0.129497
0.470792	0.132841
0.438993	0.135545
0.407406	0.137589
0.376164	0.138963
0.345179	0.139651
0.313566	0.138998
0.282744	0.136699
0.252883	0.132868
0.224144	0.127644
0.196679	0.121188
0.170625	0.113673
0.146108	0.105289
0.123238	0.096232
0.102111	0.086699
0.082811	0.076891
0.065406	0.067001
0.049955	0.057215
0.036502	0.047708
0.025082	0.038641
0.015719	0.030156
0.008428	0.022377
0.003217	0.015406
0.000082	0.009321
-0.000984	0.004176
0	0
0.002958	-0.003106
0.007803	-0.005064
0.014496	-0.005912
0.022988	-0.005705
0.033225	-0.004515
0.045142	-0.002432
0.058671	0.000445
0.073738	0.004
0.090266	0.00811
0.108173	0.012642
0.127376	0.017458
0.147794	0.022416
0.169345	0.027371
0.191951	0.032179
0.215536	0.036698
0.240029	0.040791
0.265363	0.044323
0.291477	0.047167
0.31831	0.049202
0.345804	0.050318
0.375146	0.050741
0.405213	0.050985
0.435674	0.051025
0.466418	0.050833
0.497332	0.050385
0.5283	0.049662
0.559207	0.048655
0.589933	0.047358
0.62036	0.045776
0.650368	0.043918
0.67984	0.041801
0.708656	0.039447
0.7367	0.036885
0.763857	0.034148
0.790016	0.031275
0.815066	0.028305
0.838902	0.025283
0.861423	0.022253
0.882532	0.019261
0.902137	0.016351
0.920151	0.013567
0.936496	0.010951
0.951098	0.008544
0.963891	0.006379
0.974817	0.004491
0.983827	0.002906
0.990878	0.001649
0.995938	0.000737
0.998983	0.000185
1	0
