0	0
0.000657	0.002103
0.003297	0.00105938
0.007912	0.00133571
0.014487	0.00178735
0.022998	0.0023876
0.033416	0.00312056
0.045702	0.00397228
0.059809	0.00492753
0.075682	0.00597188
0.093261	0.00708674
0.112476	0.00825604
0.133251	0.00945944
0.155503	0.01067885
0.179143	0.01189405
0.204074	0.0130863
0.230196	0.01423577
0.257401	0.01532403
0.285579	0.01633367
0.314614	0.01724713
0.344388	0.01804911
0.374778	0.01872718
0.40566	0.01926963
0.436909	0.0196666
0.468398	0.01991176
0.5	0.02
0.531586	0.01993016
0.563031	0.01970325
0.594208	0.01932198
0.624992	0.0187923
0.655263	0.01812315
0.684899	0.01732506
0.713784	0.0164107
0.741806	0.01539475
0.768854	0.01429383
0.794823	0.01312461
0.819612	0.01190583
0.843126	0.01065713
0.865275	0.00939817
0.885973	0.00814951
0.905142	0.00692985
0.922708	0.00575914
0.938607	0.00465515
0.952777	0.00363674
0.965166	0.0027181
0.975727	0.00191527
0.984423	0.00124076
0.991219	0.00070416
0.996091	0.00031547
0.999022	0.00007924
1	0
