0	0
0.000494	0.0021145
0.002978	0.00149594
0.007445	0.00191886
0.013882	0.00259233
0.02227	0.00348487
0.032578	0.00457775
0.044769	0.00584993
0.058799	0.00728061
0.074614	0.00884554
0.092154	0.01051994
0.11135	0.01227684
0.132126	0.01408837
0.154398	0.01592452
0.178076	0.01775693
0.203062	0.01955582
0.229254	0.02129114
0.256543	0.02293432
0.284815	0.02445835
0.313954	0.0258387
0.343836	0.02705116
0.374339	0.02807602
0.405336	0.02889587
0.436697	0.02949536
0.468295	0.0298662
0.5	0.03
0.531682	0.02989422
0.563213	0.02955152
0.594466	0.02897586
0.625316	0.02817777
0.655639	0.02717
0.685317	0.02596811
0.714231	0.02459233
0.742269	0.02306435
0.769322	0.02140861
0.795286	0.01965254
0.82006	0.01782265
0.84355	0.01594961
0.865668	0.01406218
0.886329	0.01218961
0.905456	0.0103629
0.922978	0.00861042
0.938831	0.00695873
0.952957	0.00543462
0.965303	0.00406203
0.975826	0.00286218
0.984487	0.00185347
0.991256	0.00105228
0.996108	0.00047093
0.999026	0.00011835
1	0
